model,epoch,miou_damage,iou_crack,iou_spall,dice_crack,dice_spall,val_loss
dual_lraspp_aux_fcf_mnv3,0,0.542486120734576,0.46160492015429655,0.6233673213148555,0.631641168949495,0.7679929405132483,2.1654096819105604
