model,epoch,miou_damage,iou_crack,iou_spall,dice_crack,dice_spall,val_loss
dual_lraspp_aux_fcf_mnv3,0,0.5424875344092752,0.4616083595820134,0.6233667092365369,0.6316443889442762,0.7679924759941688,2.164581629775819
