model,epoch,miou_damage,iou_crack,iou_spall,dice_crack,dice_spall,val_loss
dual_lraspp_aux_fcf_mnv3,0,0.5409634402014131,0.45859851798179085,0.6233283624210353,0.6288207650400424,0.7679633730928006,1.7164171008836655
