model,epoch,miou_damage,iou_crack,iou_spall,dice_crack,dice_spall,val_loss
dual_lraspp_aux_rsg_mnv3,2,0.5400996120890178,0.45686320913523426,0.6233360150428012,0.6271875166734692,0.7679691810772352,1.8059189001719156
